#	Title	You Are My Sunshine
#	Source Filename	Charles Mitchell, Jimmy Davis, Rice Brothers - You Are My Sunshine.xml
4	12	0	3	0	major
12	16	5	3	0	major
16	20	0	3	0	major
20	24	5	3	0	major
24	30	0	3	0	major
30	32	7	3	0	major
32	48	0	3	0	major
48	52	5	3	0	major
52	56	0	3	0	major
56	60	5	3	0	major
60	66	0	3	0	major
66	68	7	3	0	major
68	76	0	3	0	major
76	84	0	3	0	major
84	88	5	3	0	major
88	92	0	3	0	major
92	96	5	3	0	major
96	102	0	3	0	major
102	104	7	3	0	major
104	120	0	3	0	major
120	124	5	3	0	major
124	128	0	3	0	major
128	132	5	3	0	major
132	138	0	3	0	major
138	140	7	3	0	major
140	148	0	3	0	major
